Symbol,Transcript/RepeatID,ys_10.5_dispo_1 (14.92),ys_10.5_dispo_2 (13.67),ys_11.5_dispo_1 (11.06),ys_11.5_dispo_2 (10.83),YS_12.5_new_dispomix_2 (5.65),YS_12.5_new_dispomix_3 (3.56),ys_13.5_dispo_1 (7.37),ys_13.5_dispo_2 (10.25),Brain_10.5_1 (20.60),Brain_10.5_2 (21.08),day11.5_brain_1 (2.85),day11.5_brain_2 (2.13),BRAIN_12_5_a (1.78),BRAIN_12_5_b (2.08),mic_E13_5 (4.23),mic_E14_5 (3.45),mic_E16_5_a (6.19),mic_E16_5_b (6.87),mic_day3_a (4.42),mic_day3_b (4.30),mic_day6_a (4.08),mic_day6_c (3.96),mic_day9_b (4.94),mic_day9_c (4.13),SC_a (5.83),SC_b (5.77),cortex_a (5.78),cortex_b (5.21),hipo_a (6.95),hipo_b (5.02)
Cox6a1,NM_007748,7532.232,6752.545,5971.602,6813.14,3969.475,4910.917,4977.645,4232.911,5295.268,7861.851,4975.698,5507.477,4101.778,3884.258,2325.158,2013.142,1003.389,1127.481,1454.365,1680.623,1263.537,1367.376,1317.83,957.775,903.66,1304.047,1190.086,1005.327,1077.88,939.265
Prkcdbp,NM_028444,14.915,13.669,0,21.663,11.309,10.668,36.871,20.498,20.604,0,5.696,10.661,5.352,2.078,4.228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfyve26,NM_001008550,104.407,95.684,165.878,119.149,101.781,160.023,162.234,143.488,144.229,105.387,139.559,181.237,101.697,126.774,266.336,199.935,142.456,219.996,145.879,176.229,93.746,91.158,133.264,115.593,186.562,144.253,150.205,140.642,83.449,140.639
Szrd1,NM_001025608,1998.652,1913.677,1703.012,1516.438,1905.574,1571.778,2072.175,1957.593,1339.27,1306.796,1637.68,1925.378,1482.635,1600.256,1141.441,1106.539,929.064,763.112,831.066,889.742,648.072,860.06,735.418,751.358,402.274,444.299,525.718,869.895,465.922,793.603
Gm14391,NM_001177480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.455,3.447,0,0,8.841,0,16.304,11.89,39.486,4.128,0,17.31,0,0,20.862,0
Fam205a1,NM_001277167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ift122,NM_031177,14.915,13.669,11.059,10.832,11.309,24.892,0,51.246,20.604,21.077,19.937,23.454,16.057,12.47,21.138,20.683,43.356,34.374,26.523,21.491,36.683,15.854,14.807,28.898,29.15,11.54,23.108,41.672,0,25.114
0610007P14Rik,NM_021446,551.867,615.11,431.282,617.407,294.035,366.274,272.849,358.721,638.729,526.934,444.31,535.183,446.039,388.634,342.432,437.789,216.782,323.12,318.281,292.282,387.213,396.341,345.499,371.55,163.242,109.632,213.753,182.313,146.035,125.57
Slc27a5,NM_009512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9030025P20Rik,NM_001123370,0,0,11.059,10.832,5.655,3.556,7.374,10.249,20.604,0,2.848,6.397,8.921,8.313,29.593,10.341,12.388,13.75,22.103,8.597,8.152,0,14.807,24.77,11.66,34.621,34.663,20.836,6.954,25.114
Piwil2,NM_021308,29.831,0,11.059,21.663,5.655,7.112,14.749,10.249,41.208,42.155,25.633,14.925,10.705,10.391,8.455,6.894,0,0,4.421,8.597,0,0,0,0,0,0,0,0,6.954,0
Cdk5rap2,NM_001313762,0,0,0,21.663,16.964,3.556,0,40.997,0,21.077,39.874,38.38,23.194,37.409,42.276,48.26,24.775,20.625,8.841,12.895,81.519,71.341,44.421,20.642,17.49,17.31,34.663,15.627,20.862,50.228
Thap11,NM_021513,402.713,437.412,420.224,433.268,384.508,369.83,361.34,266.479,391.479,421.547,412.98,505.332,380.026,423.964,350.887,403.318,136.263,240.621,269.654,219.212,199.72,138.719,202.363,136.235,274.013,363.517,340.85,328.164,243.392,371.688
Mettl9,NM_021554,775.596,642.449,862.565,790.714,667.234,490.736,567.82,502.21,721.145,843.094,768.997,876.335,719.015,665.041,439.666,492.944,291.107,357.494,238.71,352.458,379.061,336.89,187.556,231.187,174.902,271.196,167.536,302.119,264.254,195.889
Oog4,NM_173773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Obp1b,NM_001310328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thsd4,NM_172444,0,13.669,0,0,0,0,7.374,0,0,0,0,0,0,2.078,0,6.894,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ankrd33,NM_144790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tpp1,NM_009906,1774.922,1325.905,2056.885,1776.399,2154.373,2428.788,3067.704,3125.999,1153.833,1854.807,1552.236,2268.663,1523.67,1683.386,3301.724,3119.681,3195.98,4399.926,4150.909,4474.498,3582.739,3721.642,3341.464,3476.061,1020.261,1361.748,1473.165,1260.566,1578.573,1547.024
Nrk,NM_013724,14.915,0,0,0,5.655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crip2,NM_024223,0,0,22.117,10.832,73.509,81.789,95.866,71.744,41.208,21.077,56.963,55.437,26.762,37.409,38.048,51.707,30.969,0,4.421,12.895,4.076,0,14.807,8.257,0,0,5.777,5.209,0,5.023
Cyr61,NM_010516,29.831,13.669,22.117,10.832,101.781,110.238,81.117,81.993,0,21.077,136.711,81.024,126.675,153.791,190.24,137.886,284.913,178.747,44.206,21.491,36.683,31.707,19.743,4.128,0,0,0,0,0,0
Ephx2,NM_007940,14.915,13.669,0,0,0,0,0,0,0,0,2.848,2.132,3.568,4.157,0,0,0,0,4.421,0,0,0,0,0,0,0,0,0,13.908,5.023
Got1,NM_010324,477.29,341.728,298.58,314.119,248.799,277.373,412.96,276.728,329.666,252.928,222.155,319.83,235.509,191.199,363.57,475.708,650.345,384.994,667.505,386.844,432.048,768.902,449.148,412.834,116.601,178.874,167.536,156.268,118.219,105.479
Jak2,NM_001048177,104.407,109.353,88.468,75.822,141.363,85.345,213.854,153.738,123.625,252.928,125.318,155.651,73.15,108.069,164.875,144.781,291.107,123.748,97.252,167.632,163.037,158.536,113.521,198.16,151.582,201.954,144.428,104.179,194.714,150.684
Col10a1,NM_009925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stk38,NM_134115,223.73,205.037,331.756,335.783,514.562,448.063,435.083,461.213,453.291,337.238,469.943,479.745,392.515,505.016,621.451,579.123,439.757,591.24,627.72,490.003,538.022,523.17,537.991,639.892,413.935,490.46,485.278,432.343,563.279,391.779
Elovl1,NM_001039176,1924.075,2542.456,1879.949,1776.399,1882.956,2041.178,1821.449,1650.118,1730.749,1622.956,1592.11,1454.162,1880.502,1718.717,1944.677,1899.386,1740.447,1911.218,1374.795,1409.832,1793.408,1692.376,1525.129,1494.459,1113.542,1165.564,1710.027,1349.118,1237.823,1547.024
Hao1,NM_010403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fzd6,NM_001162494,0,0,0,0,5.655,0,0,0,0,0,8.544,2.132,1.784,2.078,0,3.447,0,0,0,0,4.076,3.963,0,4.128,5.83,0,0,0,0,0
Scrib,NM_001310543,372.883,259.713,320.697,335.783,395.817,312.933,339.217,297.226,412.083,421.547,444.31,639.66,247.998,357.46,481.942,782.506,414.982,639.364,707.29,752.197,782.578,566.768,839.068,627.507,314.823,219.264,271.525,322.955,305.979,381.733
Lag3,NM_008479,0,0,0,0,0,0,0,0,0,0,0,0,0,2.078,0,0,0,0,0,0,0,0,0,0,11.66,11.54,5.777,20.836,6.954,0
Klhl3,NM_001195075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bcl2l10,NM_013479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asph,NM_001177851,149.153,95.684,99.527,64.99,67.854,99.57,95.866,102.492,123.625,42.155,216.459,144.99,151.653,174.573,333.977,372.293,421.176,412.493,366.907,369.651,493.187,471.646,350.434,561.454,1177.673,1015.541,1097.652,807.387,883.166,914.151
Rock1,NM_009071,44.746,13.669,22.117,119.149,16.964,14.224,7.374,20.498,61.812,21.077,14.241,8.529,12.489,16.626,33.82,134.439,99.1,61.874,150.299,77.369,232.328,194.207,113.521,148.62,23.32,57.701,17.331,10.418,6.954,15.068
Mcm2,NM_008564,909.834,1134.537,685.628,639.07,350.58,647.203,774.3,543.206,947.791,1138.177,897.164,1053.308,686.901,498.781,469.259,637.725,371.626,295.62,344.804,373.949,440.2,570.731,468.891,516.042,46.641,51.931,69.325,5.209,69.541,80.365
Mthfsl,NM_001128601,14.915,41.007,77.41,75.822,56.545,60.453,58.994,81.993,41.208,105.387,71.203,74.627,83.855,78.974,25.365,10.341,12.388,61.874,22.103,34.386,36.683,39.634,29.614,49.54,17.49,51.931,57.771,88.552,41.724,60.274
Eri3,NM_001285901,193.899,246.044,387.048,465.763,407.126,401.835,383.463,297.226,226.646,316.16,455.702,456.291,663.707,700.372,701.775,510.18,600.795,426.243,782.44,808.075,476.883,701.524,809.454,767.871,349.804,426.989,548.826,515.686,424.198,381.733
Nup155,NM_133227,44.746,54.676,22.117,54.159,11.309,32.005,0,30.748,41.208,63.232,34.178,40.512,37.467,24.939,12.683,17.236,30.969,20.625,35.365,17.193,24.456,35.671,34.55,12.385,11.66,23.08,11.554,26.045,0,10.046
Nt5m,NM_134029,343.052,451.081,375.99,379.11,384.508,455.176,376.089,358.721,370.875,316.16,543.994,437.101,506.701,502.938,300.157,379.188,278.719,268.12,194.505,283.686,236.404,229.878,197.428,416.962,402.274,323.127,427.507,442.761,285.117,537.44
Phkg2,NM_026888,283.391,369.066,276.463,205.802,271.417,263.148,162.234,225.482,226.646,252.928,344.625,332.623,271.192,305.503,325.522,375.741,390.207,343.744,278.496,386.844,391.289,384.451,394.855,334.395,472.235,328.897,479.501,531.313,319.887,436.984
Kif20a,NM_009004,164.068,300.721,210.112,151.644,50.891,28.448,58.994,81.993,267.854,252.928,199.37,238.807,107.049,103.913,54.958,89.626,30.969,34.374,48.626,64.474,44.835,63.415,34.55,57.797,0,0,0,0,0,5.023
Suv420h1,NM_144871,29.831,82.015,88.468,173.307,141.363,110.238,162.234,245.98,82.417,126.464,111.077,130.064,89.208,110.147,135.282,120.651,148.65,171.872,154.72,163.334,130.43,142.683,246.785,148.62,262.353,184.644,225.308,234.403,264.254,251.14
Gm4841,NM_001034859,0,0,0,0,11.309,7.112,22.123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77,5.777,0,0,15.068
Gtf2b,NM_145546,447.459,423.743,232.229,389.941,220.526,142.242,361.34,266.479,370.875,358.315,253.484,266.525,217.667,195.356,131.054,124.098,86.713,82.499,44.206,98.86,118.202,110.975,113.521,169.262,134.091,132.713,109.765,125.015,152.989,120.547
Kcnb2,NM_001098528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lypla1,NM_008866,343.052,437.412,331.756,389.941,237.49,177.803,228.603,368.97,329.666,463.702,304.751,292.112,297.954,228.608,122.599,158.569,117.681,123.748,163.561,81.667,97.822,83.232,69.1,103.208,116.601,144.253,202.199,192.731,104.311,170.775
Klhl15,NM_001039060,0,13.669,0,10.832,5.655,3.556,14.749,20.498,20.604,0,2.848,19.19,10.705,14.548,4.228,0,0,13.75,0,0,0,3.963,9.871,0,5.83,17.31,0,0,13.908,0
Serpinb3b,NM_198680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd209f,NM_026956,0,0,0,0,16.964,0,0,0,0,0,0,0,0,0,0,3.447,0,0,0,0,0,0,0,0,0,0,5.777,0,55.633,5.023
Msantd2,NM_146222,74.577,136.691,121.644,216.634,163.981,110.238,243.352,81.993,61.812,231.851,148.103,149.254,124.891,151.713,143.737,120.651,80.519,123.748,97.252,94.562,146.733,194.207,217.17,194.032,116.601,132.713,138.651,140.642,180.806,140.639
Hspbap1,NM_175111,0,0,0,0,28.273,10.668,7.374,10.249,0,0,2.848,6.397,8.921,16.626,0,0,0,13.75,4.421,8.597,32.607,7.927,4.936,0,11.66,5.77,17.331,36.463,34.77,20.091
Wdr31,NM_001290521,0,0,11.059,0,0,0,0,0,0,0,2.848,8.529,17.842,8.313,0,6.894,0,0,8.841,8.597,4.076,11.89,0,0,0,0,0,0,0,0
Samd8,NM_026283,44.746,82.015,77.41,108.317,22.618,74.677,103.24,61.495,103.021,84.309,65.507,68.23,53.525,49.878,84.551,106.862,111.488,109.998,75.15,94.562,126.354,103.049,157.942,144.492,169.072,144.253,184.868,203.149,194.714,195.889
1700029I15Rik,NM_183112,0,0,0,0,0,0,0,0,0,0,0,0,0,2.078,0,0,0,0,0,0,0,0,0,4.128,0,0,0,0,0,0
Kdsr,NM_027534,74.577,82.015,66.351,43.327,22.618,42.673,58.994,92.243,82.417,126.464,93.989,53.305,64.23,62.348,109.917,79.285,167.232,226.871,137.037,141.843,101.898,122.866,88.842,136.235,204.052,167.333,248.416,322.955,229.484,195.889
Lacc1,NM_172488,372.883,396.404,541.868,552.417,497.598,565.413,597.317,430.465,391.479,569.088,655.072,530.918,510.269,432.277,1517.694,1299.58,1839.547,1436.851,1648.87,1328.165,1797.484,1533.84,1396.801,1564.64,775.399,963.61,623.929,687.581,584.141,949.31
Snx21,NM_133924,29.831,68.346,88.468,86.654,113.09,35.561,81.117,40.997,61.812,63.232,68.355,70.363,44.604,76.895,59.186,37.919,55.744,54.999,13.262,38.684,4.076,11.89,34.55,16.513,52.471,69.241,40.44,31.254,34.77,50.228
Wfdc8,NM_001080550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kndc1,NM_177261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2,NM_001161832,0,0,0,0,0,0,0,0,0,21.077,0,0,0,0,0,0,0,0,0,0,0,7.927,0,0,0,0,0,0,0,0
Gstm6,NM_008184,0,0,0,0,0,0,0,0,0,21.077,8.544,2.132,1.784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ippk,NM_199056,44.746,54.676,33.176,54.159,45.236,3.556,66.369,40.997,82.417,42.155,34.178,51.173,28.547,35.33,21.138,20.683,6.194,13.75,8.841,0,0,15.854,29.614,8.257,29.15,5.77,28.886,20.836,0,35.16
Tmem190,NM_030028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ankhd1,NM_175375,29.831,41.007,22.117,75.822,28.273,28.448,29.497,20.498,0,42.155,48.418,25.586,24.978,41.565,12.683,31.024,12.388,41.249,4.421,4.298,12.228,3.963,14.807,20.642,34.98,17.31,40.44,62.507,13.908,25.114
Gpr157,NM_177366,89.492,41.007,132.702,194.971,220.526,152.911,191.732,215.233,41.208,63.232,156.648,121.535,135.596,135.087,494.624,586.017,594.601,900.61,632.141,541.582,485.035,309.146,533.055,491.272,81.621,69.241,231.085,151.06,132.127,135.616
Pirt,NM_178656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.023
Cox20,NM_025511,59.661,0,11.059,32.495,11.309,3.556,0,10.249,0,21.077,11.393,8.529,19.626,20.783,8.455,6.894,30.969,6.875,4.421,4.298,24.456,3.963,9.871,12.385,29.15,11.54,17.331,10.418,13.908,15.068
Ccdc162,NM_001303469,0,0,0,0,0,0,0,0,0,0,2.848,0,3.568,2.078,4.228,17.236,0,13.75,13.262,30.088,4.076,23.78,24.678,4.128,0,17.31,51.994,52.089,69.541,70.319
Cxcl13,NM_018866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snx1,NM_019727,1282.717,1544.611,1304.906,1418.953,1187.45,1344.19,1415.863,1588.623,1256.853,1496.492,1105.078,1059.704,990.207,960.154,1052.662,1123.774,507.888,763.112,853.169,679.126,619.541,649.999,735.418,821.539,478.065,317.356,543.049,578.193,382.474,517.349
Gm13275,NM_001085533,0,0,0,0,0,0,0,0,0,0,2.848,2.132,0,0,4.228,0,0,0,0,4.298,0,0,4.936,0,0,0,0,0,0,0
Kif3b,NM_008444,164.068,164.029,66.351,129.98,180.945,92.458,317.094,163.987,206.042,252.928,142.407,166.312,110.618,116.382,228.288,189.594,185.813,240.621,384.589,219.212,110.05,194.207,157.942,156.877,151.582,121.172,132.874,135.433,139.081,145.661
Gm10406,NM_001164727,0,0,11.059,0,0,0,0,0,20.604,0,2.848,10.661,0,0,16.91,10.341,49.55,75.624,39.785,51.579,89.67,107.012,177.685,161.005,99.111,138.483,155.982,182.313,201.668,105.479
Olfr154,NM_013728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agpat4,NM_026644,134.238,68.346,33.176,54.159,163.981,128.018,29.497,61.495,41.208,84.309,79.748,72.495,41.036,45.722,59.186,55.155,43.356,54.999,4.421,17.193,24.456,23.78,4.936,12.385,58.301,46.161,46.217,36.463,48.678,25.114
Cetn3,NM_007684,536.951,560.434,519.751,834.041,231.835,248.924,383.463,409.967,679.937,758.785,381.651,396.59,299.738,251.469,147.965,117.203,92.906,109.998,101.673,116.053,150.809,134.756,74.035,115.593,87.451,80.782,144.428,83.343,139.081,90.411
Nat9,NM_025400,89.492,41.007,132.702,162.476,135.709,149.354,88.491,71.744,82.417,105.387,133.863,102.346,119.539,108.069,126.827,75.838,130.069,109.998,172.402,141.843,171.189,118.902,138.199,123.85,87.451,126.943,231.085,177.104,139.081,90.411
Casp6,NM_009811,208.814,259.713,398.107,368.278,175.29,234.7,250.726,225.482,226.646,295.083,233.547,251.6,212.315,214.06,118.372,148.228,123.875,130.623,190.084,167.632,150.809,99.085,108.585,99.08,215.712,80.782,219.53,276.074,187.76,165.753
Zfp654,NM_028059,0,13.669,33.176,21.663,0,14.224,22.123,20.498,20.604,0,19.937,25.586,5.352,16.626,12.683,24.13,18.581,48.124,30.944,12.895,32.607,39.634,24.678,12.385,40.81,23.08,5.777,15.627,34.77,5.023
Rbmxl1,NM_001252089,1745.091,1667.633,1139.028,1007.348,593.725,590.306,803.797,748.19,1627.728,2107.735,991.152,1044.779,1118.667,793.893,672.182,572.229,452.145,453.742,526.047,416.932,513.567,535.06,587.347,681.176,209.882,346.207,358.181,255.239,368.565,391.779
H2-M2,NM_008204,0,0,0,0,0,3.556,0,0,0,0,0,0,7.137,2.078,0,0,0,0,4.421,0,4.076,0,0,4.128,5.83,34.621,0,5.209,13.908,5.023
Oas2,NM_145227,74.577,191.368,1415.491,758.219,2408.826,2638.596,2757.984,2675.035,82.417,231.851,259.181,266.525,542.384,417.729,46.503,65.496,24.775,96.248,53.047,51.579,36.683,27.744,44.421,33.027,52.471,40.391,0,10.418,6.954,30.137
Mxd3,NM_016662,0,82.015,33.176,32.495,39.582,24.892,7.374,71.744,20.604,42.155,59.811,49.041,42.82,58.191,42.276,55.155,61.938,89.373,17.682,42.983,163.037,103.049,98.714,136.235,0,0,17.331,0,6.954,0
Rtn4rl1,NM_177708,14.915,0,44.234,43.327,50.891,28.448,36.871,51.246,185.437,126.464,410.132,264.393,239.077,509.172,1285.178,1230.636,1337.852,1725.596,1542.777,1564.57,1671.13,1541.766,1885.435,1618.309,2611.869,3017.771,3680.024,3562.921,3567.435,3601.352
Dsel,NM_001081316,14.915,41.007,0,0,0,10.668,7.374,20.498,61.812,42.155,22.785,4.264,17.842,8.313,16.91,3.447,24.775,6.875,0,0,4.076,15.854,0,4.128,5.83,17.31,17.331,10.418,48.678,20.091
B630005N14Rik,NM_175312,223.73,273.382,254.346,227.466,186.599,234.7,324.469,194.734,267.854,337.238,187.977,187.634,157.006,135.087,169.102,134.439,204.394,137.498,132.617,171.931,126.354,138.719,108.585,127.978,93.281,115.402,92.434,88.552,41.724,130.593
Pepd,NM_008820,1372.209,956.838,1426.549,1462.28,1798.138,1770.917,2086.924,2429.055,927.187,1011.713,1133.559,1452.029,1247.126,1107.71,765.188,565.334,340.657,543.116,433.215,378.248,419.82,364.634,355.37,268.342,244.863,392.368,537.272,343.791,431.152,472.144
6330403K07Rik,NM_134022,0,0,0,0,5.655,0,0,0,0,0,82.596,38.38,24.978,51.956,16.91,27.577,0,0,0,0,0,0,0,0,0,0,0,0,0,5.023
Cyth1,NM_001112700,164.068,164.029,254.346,162.476,339.271,312.933,412.96,358.721,123.625,105.387,239.244,247.335,219.451,160.026,177.557,165.464,161.038,274.995,132.617,197.72,101.898,107.012,118.457,90.823,274.013,196.184,219.53,213.567,180.806,266.209
Thnsl1,NM_001001297,14.915,0,11.059,0,0,3.556,14.749,0,0,0,22.785,2.132,19.626,0,0,20.683,12.388,0,17.682,4.298,16.304,0,4.936,16.513,11.66,23.08,0,0,0,10.046
Rpl26,NM_009080,0,13.669,0,0,11.309,0,0,0,0,21.077,99.685,100.213,173.063,160.026,0,3.447,0,6.875,0,8.597,0,0,4.936,0,11.66,28.851,28.886,26.045,34.77,25.114
Ncald,NM_001170866,0,0,0,0,0,0,7.374,0,0,0,5.696,4.264,0,0,0,6.894,0,6.875,8.841,0,4.076,0,0,0,0,0,0,0,0,0
Nnt,NM_008710,343.052,437.412,530.809,725.724,542.834,430.283,530.949,655.947,638.729,421.547,632.287,842.22,677.98,548.659,600.313,630.83,483.113,494.992,614.458,541.582,586.933,622.255,468.891,606.866,227.373,317.356,329.296,265.656,278.163,316.437
BC035044,NM_001254946,805.427,724.463,464.458,541.585,169.636,135.13,66.369,71.744,1092.02,1496.492,811.72,641.793,454.96,405.26,494.624,458.472,315.882,419.368,335.963,464.213,505.415,432.012,414.598,421.091,448.915,577.012,548.826,692.79,424.198,813.695
Dynlrb1,NM_025947,805.427,1202.883,1194.32,1278.141,887.76,1276.625,1253.629,1188.905,1339.27,1096.022,911.404,1104.48,968.797,1041.206,837.057,727.351,650.345,584.365,592.356,511.494,489.111,788.719,676.19,487.144,833.699,686.644,641.26,604.238,618.912,647.942
Oosp2,NM_001037634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bpifc,NM_177772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccdc7b,NM_029292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4921530L21Rik,NM_025733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nars2,NM_153591,59.661,54.676,22.117,10.832,11.309,17.78,36.871,0,0,84.309,65.507,57.569,39.251,20.783,12.683,27.577,24.775,48.124,13.262,21.491,32.607,19.817,29.614,20.642,5.83,17.31,23.108,41.672,27.816,45.205
Espnl,NM_001033292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ubxn1,NM_146093,328.137,396.404,243.287,205.802,107.436,124.462,206.48,225.482,185.437,231.851,88.292,272.922,140.948,199.512,579.176,455.025,526.47,611.865,1087.459,735.004,729.591,1299.998,1071.045,342.652,58.301,63.471,51.994,67.716,6.954,55.251
Rab3a,NM_009001,59.661,54.676,99.527,54.159,67.854,92.458,73.743,81.993,41.208,84.309,102.533,91.685,114.186,151.713,131.054,86.179,142.456,96.248,75.15,85.965,171.189,63.415,143.135,181.647,268.183,282.736,225.308,182.313,285.117,241.095
Gm8660,NM_001166751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.421,0,0,0,0,0,0,0,0,0,0,0
Adgrl1,NM_181039,178.984,109.353,22.117,32.495,45.236,42.673,51.62,10.249,226.646,84.309,196.522,164.18,82.071,99.756,363.57,406.765,173.425,206.247,287.337,227.808,436.124,479.573,375.113,573.839,110.771,167.333,271.525,171.895,229.484,195.889
Syt7,NM_173068,0,0,0,0,0,0,0,0,0,42.155,34.178,10.661,8.921,22.861,29.593,10.341,0,0,4.421,0,0,0,4.936,0,0,0,0,0,6.954,0
Galp,NM_178028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm16405,NM_001166646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm13023,NM_001007077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmem94,NM_028014,29.831,13.669,11.059,10.832,28.273,17.78,36.871,20.498,82.417,0,37.026,70.363,57.093,51.956,46.503,44.813,55.744,20.625,70.729,42.983,52.987,63.415,39.486,99.08,17.49,57.701,75.103,57.298,41.724,75.342
Pom121,NM_148932,1715.261,1462.596,575.043,877.368,729.433,622.31,759.552,1076.164,1195.041,1412.182,1307.296,1074.63,1054.437,955.997,1094.938,1072.067,953.839,886.86,932.739,937.023,1014.906,895.731,1140.145,809.154,583.006,588.552,751.025,671.954,952.707,979.447
Clca3a2,NM_030601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.963,0,0,5.83,0,0,0,0,0
Glo1,NM_025374,626.443,574.103,563.985,574.08,344.926,391.166,501.452,522.708,432.687,442.624,552.539,575.694,474.586,434.355,367.798,386.082,167.232,261.246,212.187,202.019,240.48,269.512,301.077,239.444,134.091,201.954,248.416,208.358,264.254,165.753
2010005H15Rik,NM_029733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fgfr3,NM_008010,0,0,0,0,0,0,7.374,0,20.604,21.077,17.089,10.661,12.489,12.47,0,6.894,0,0,0,4.298,0,0,0,0,0,0,0,0,0,0
Efr3b,NM_001082483,0,13.669,0,0,0,0,7.374,0,0,0,14.241,2.132,7.137,4.157,16.91,3.447,0,0,13.262,0,8.152,3.963,0,4.128,17.49,11.54,0,0,0,0
Rnf125,NM_026301,0,0,0,10.832,0,0,0,0,0,21.077,2.848,12.793,0,2.078,0,3.447,0,0,4.421,0,0,0,0,0,0,0,0,0,0,0
Krt86,NM_010667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gprc5c,NM_001110337,14.915,27.338,342.814,357.446,288.381,380.498,383.463,502.21,61.812,21.077,111.077,174.841,233.725,245.234,0,6.894,0,0,4.421,4.298,0,0,0,0,0,0,0,0,0,5.023
Bbof1,NM_028377,0,0,0,0,0,0,0,0,0,0,0,0,0,4.157,0,0,0,0,4.421,0,0,0,0,0,0,0,0,0,0,0
4930557A04Rik,NM_029229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plek,NM_019549,954.58,929.5,873.623,704.061,842.524,1020.589,1319.998,953.174,988.999,990.635,1256.029,1368.873,765.403,752.328,862.422,923.839,724.67,708.113,839.907,795.18,774.426,626.219,414.598,565.582,979.451,1044.391,982.11,750.089,890.12,1130.131
