Symbol,Transcript/RepeatID,ys_10.5_dispo_1 (14.92),ys_10.5_dispo_2 (13.67),ys_11.5_dispo_1 (11.06),ys_11.5_dispo_2 (10.83),YS_12.5_new_dispomix_2 (5.65),YS_12.5_new_dispomix_3 (3.56),ys_13.5_dispo_1 (7.37),ys_13.5_dispo_2 (10.25),Brain_10.5_1 (20.60),Brain_10.5_2 (21.08),day11.5_brain_1 (2.85),day11.5_brain_2 (2.13),BRAIN_12_5_a (1.78),BRAIN_12_5_b (2.08),mic_E13_5 (4.23),mic_E14_5 (3.45),mic_E16_5_a (6.19),mic_E16_5_b (6.87),mic_day3_a (4.42),mic_day3_b (4.30),mic_day6_a (4.08),mic_day6_c (3.96),mic_day9_b (4.94),mic_day9_c (4.13),SC_a (5.83),SC_b (5.77),cortex_a (5.78),cortex_b (5.21),hipo_a (6.95),hipo_b (5.02)
Zfp954,NM_172738,29.831,41.007,33.176,64.99,22.618,64.009,58.994,51.246,20.604,63.232,59.811,46.908,44.604,41.565,21.138,27.577,0,20.625,39.785,21.491,24.456,15.854,19.743,20.642,34.98,34.621,46.217,57.298,34.77,60.274
Nkain4,NM_021426,0,0,0,0,0,0,0,0,0,0,5.696,10.661,7.137,8.313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mrpl15,NM_001177658,208.814,218.706,77.41,108.317,107.436,99.57,73.743,20.498,61.812,168.619,102.533,140.725,101.697,149.634,54.958,55.155,18.581,20.625,35.365,47.281,40.759,19.817,9.871,12.385,29.15,23.08,17.331,31.254,34.77,50.228
Fut1,NM_001271981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.936,0,0,0,0,0,0,0
Fiz1,NM_001110329,89.492,164.029,187.995,119.149,203.563,280.929,206.48,174.236,0,126.464,196.522,236.674,155.222,174.573,139.509,179.252,198.2,185.622,154.72,116.053,167.113,178.353,148.071,111.465,227.373,109.632,259.97,213.567,166.898,226.026
Pld2,NM_001302475,59.661,177.699,375.99,259.961,407.126,391.166,309.72,379.22,247.25,252.928,222.155,319.83,239.077,282.643,393.163,403.318,414.982,343.744,331.542,438.423,374.985,388.414,429.405,317.882,291.503,426.989,294.633,359.417,333.795,321.46
Dlg1,NM_001252435,193.899,95.684,110.585,162.476,220.526,156.467,132.737,112.741,164.833,126.464,253.484,174.841,169.495,139.243,139.509,182.7,105.294,206.247,194.505,133.246,110.05,103.049,69.1,90.823,110.771,138.483,196.422,119.806,146.035,105.479
Myo1c,NM_001080775,566.782,656.118,586.102,595.744,1176.141,736.104,899.663,932.675,618.125,505.856,569.628,840.087,438.903,438.512,536.9,627.383,675.12,611.865,419.954,309.475,362.757,388.414,236.913,148.62,740.418,582.782,473.724,625.074,723.223,753.421
Pex2,NM_001267715,193.899,246.044,143.761,324.951,163.981,195.583,302.346,256.229,267.854,337.238,256.332,245.203,247.998,203.669,198.695,213.724,167.232,192.497,260.813,202.019,248.632,229.878,256.656,251.829,367.294,294.276,404.398,416.716,514.601,326.482
Tle3,NM_009389,208.814,136.691,265.405,292.456,305.344,263.148,486.703,471.462,473.896,210.773,407.284,339.02,247.998,255.625,600.313,641.172,668.926,563.74,477.421,696.32,623.617,455.792,587.347,652.277,536.366,450.069,687.477,651.119,611.958,708.216
Atp2c1,NM_001253834,223.73,246.044,210.112,335.783,220.526,227.588,228.603,204.984,226.646,316.16,236.396,304.905,199.826,197.434,215.606,255.09,241.557,185.622,278.496,275.089,309.77,257.622,187.556,222.93,233.203,311.586,363.958,276.074,278.163,236.072
Abcf3,NM_013852,149.153,164.029,165.878,162.476,254.454,216.92,294.972,184.485,226.646,189.696,202.218,245.203,230.156,241.078,249.426,158.569,142.456,247.496,190.084,202.019,138.581,178.353,118.457,189.904,139.922,150.023,196.422,213.567,132.127,175.798
Nox1,NM_172203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.447,0,0,0,0,0,0,19.743,0,0,0,0,0,0,0
Neurog2,NM_009718,0,0,0,0,0,0,0,0,0,0,31.33,6.397,12.489,10.391,8.455,13.789,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ppp3cb,NM_001310427,387.798,300.721,276.463,379.11,254.454,316.489,324.469,317.725,226.646,400.47,487.032,503.2,317.58,299.269,422.756,430.895,229.169,316.245,300.598,292.282,379.061,261.585,256.656,309.625,279.843,282.736,398.621,349,445.06,286.3
Ppp1r18,NM_001146710,3147.131,2747.493,2830.982,2935.391,3726.33,3716.081,3281.558,3054.255,3049.415,2845.442,3514.603,3330.499,3152.606,3327.286,3711.797,3964.235,2768.611,3898.059,3580.656,3356.948,2861.3,2354.265,2941.673,2646.265,2810.091,2781.197,3466.271,3651.473,3344.905,3325.098
Stk32c,NM_001162540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.228,3.447,0,0,0,4.298,0,0,0,0,0,0,0,0,0,0
Lmo1,NM_001302206,0,27.338,11.059,21.663,22.618,14.224,0,10.249,61.812,0,34.178,34.115,19.626,14.548,16.91,24.13,0,0,0,0,4.076,0,4.936,0,0,0,0,0,0,0
Gdpd4,NM_177696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sh3rf2,NM_001146299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rab33a,NM_011228,0,0,0,0,0,0,0,0,0,0,5.696,2.132,3.568,0,4.228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Osbpl1a,NM_001252491,74.577,54.676,99.527,108.317,79.163,103.126,147.486,61.495,103.021,168.619,85.444,95.949,151.653,101.834,46.503,68.943,18.581,34.374,83.991,47.281,69.291,43.598,64.164,86.695,29.15,63.471,150.205,119.806,90.403,130.593
Stx1b,NM_024414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cox6b1,NM_025628,1655.6,1284.897,1327.023,1548.933,678.543,736.104,1025.026,819.934,1504.103,1728.342,598.109,844.352,508.485,567.364,545.355,582.57,427.369,446.867,331.542,219.212,281.239,328.963,227.042,429.347,145.752,190.414,92.434,114.597,215.576,120.547
Gm21379,NM_001293057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gmppa,NM_133708,283.391,355.397,364.931,227.466,435.398,451.619,435.083,215.233,206.042,168.619,375.954,437.101,233.725,189.121,228.288,268.879,179.619,302.495,397.851,378.248,228.252,321.036,197.428,367.422,408.104,276.966,265.747,354.209,326.841,145.661
Olfr958,NM_146330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Napb,NM_019632,0,0,11.059,0,33.927,17.78,7.374,20.498,20.604,0,19.937,14.925,12.489,20.783,21.138,24.13,12.388,34.374,17.682,42.983,36.683,11.89,54.293,20.642,23.32,17.31,17.331,20.836,13.908,45.205
Pdzd7,NM_001195265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asap1,NM_001276462,357.967,314.39,364.931,249.129,277.072,352.05,530.949,594.452,247.25,147.541,415.828,520.257,447.823,394.868,473.487,603.253,396.401,515.616,477.421,459.915,464.656,443.902,301.077,503.657,297.333,363.517,329.296,395.88,299.025,246.117
Pear1,NM_001289600,29.831,13.669,55.293,10.832,16.964,14.224,29.497,10.249,41.208,42.155,39.874,51.173,21.41,16.626,76.096,68.943,55.744,54.999,75.15,77.369,69.291,35.671,128.328,78.438,87.451,92.322,144.428,78.134,111.265,135.616
Tagln2,NM_178598,6234.6,4401.457,3007.918,3650.283,3483.186,3911.665,3606.027,3730.701,3131.832,3224.834,2546.236,2603.418,2613.79,1666.76,1132.986,1175.482,489.307,453.742,844.328,606.056,807.033,875.914,607.09,532.556,705.438,444.299,381.29,359.417,326.841,507.303
Safb2,NM_001029979,283.391,246.044,243.287,259.961,118.745,174.247,228.603,338.223,226.646,274.006,148.103,226.013,190.905,151.713,1031.524,1178.929,1610.378,1381.852,1281.963,1332.463,978.222,1387.193,1312.894,1011.443,169.072,155.793,213.753,109.388,166.898,215.981
Plscr3,NM_001168497,417.629,478.419,862.565,660.734,961.269,1081.042,1076.646,891.678,700.541,716.63,680.705,901.921,635.16,517.485,587.631,830.766,941.452,1086.232,1348.272,1121.848,957.843,1323.779,1105.595,933.004,676.287,675.104,699.031,635.492,688.452,602.737
Cnksr3,NM_172546,44.746,27.338,66.351,32.495,45.236,56.897,132.737,102.492,0,21.077,37.026,57.569,35.683,29.096,67.641,31.024,55.744,41.249,44.206,38.684,44.835,11.89,29.614,49.54,46.641,28.851,28.886,46.881,62.587,30.137
Vapb,NM_019806,1178.31,984.177,1150.086,920.695,876.451,1134.383,1157.763,1219.652,824.166,927.403,1600.654,1675.91,1425.542,1406.978,1251.358,1337.498,1282.108,1093.107,994.627,889.742,843.717,792.682,740.354,767.871,524.706,473.15,849.236,567.775,646.728,693.147
Esp3,NM_001251916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bche,NM_009738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyp4v3,NM_133969,59.661,13.669,33.176,32.495,124.399,53.341,88.491,112.741,41.208,21.077,51.266,115.139,64.23,72.739,54.958,89.626,74.325,123.748,159.14,189.124,97.822,170.427,78.971,127.978,349.804,253.885,311.964,260.447,271.209,316.437
Prkd2,NM_178900,74.577,109.353,88.468,54.159,96.127,46.229,66.369,51.246,61.812,147.541,116.774,100.213,48.172,49.878,84.551,99.968,68.131,75.624,88.411,60.176,48.911,31.707,44.421,57.797,87.451,69.241,150.205,109.388,111.265,55.251
Ipp,NM_008389,29.831,41.007,66.351,21.663,16.964,14.224,29.497,40.997,41.208,63.232,19.937,40.512,12.489,22.861,21.138,31.024,0,20.625,8.841,17.193,20.38,11.89,34.55,16.513,5.83,17.31,11.554,5.209,13.908,15.068
Rhbdl1,NM_144816,14.915,0,22.117,21.663,45.236,49.785,73.743,40.997,61.812,105.387,31.33,51.173,58.877,56.113,46.503,96.521,123.875,144.373,128.196,128.948,138.581,146.646,192.492,161.005,69.961,51.931,63.548,83.343,27.816,75.342
Plppr2,NM_001290299,0,0,0,10.832,5.655,10.668,0,0,0,0,14.241,10.661,8.921,6.235,4.228,13.789,0,0,4.421,0,0,0,0,0,0,0,0,0,0,0
Dido1,NM_175551,149.153,82.015,99.527,119.149,130.054,92.458,169.609,163.987,144.229,147.541,145.255,119.403,85.64,83.13,147.965,144.781,216.782,144.373,128.196,90.264,150.809,63.415,83.907,123.85,122.431,69.241,207.976,109.388,152.989,155.707
Lce1k,NM_001254760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc16a14,NM_027921,0,0,11.059,10.832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcdhb21,NM_053146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.421,0,0,0,0,0,0,0,0,0,0,0
Dennd4b,NM_201407,283.391,464.75,519.751,238.297,1017.814,814.337,833.295,604.702,412.083,189.696,501.272,603.413,355.047,444.746,435.439,537.757,730.864,763.112,556.991,438.423,440.2,451.829,350.434,549.069,757.908,369.288,404.398,531.313,556.325,803.649
Nxpe4,NM_172921,0,0,0,0,0,0,0,0,0,0,2.848,2.132,5.352,0,0,0,0,0,0,0,0,0,0,0,0,5.77,0,5.209,0,0
Steap2,NM_001285470,0,0,0,0,0,0,14.749,0,0,0,0,6.397,0,0,4.228,0,0,0,4.421,0,0,0,0,0,0,0,0,0,0,0
Pcdha7,NM_009957,0,0,0,0,11.309,0,0,30.748,0,0,0,4.264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mill2,NM_153761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC547349,NM_001025208,0,0,0,0,5.655,0,0,0,0,0,2.848,0,0,0,0,0,0,6.875,4.421,4.298,4.076,7.927,4.936,0,0,5.77,11.554,5.209,13.908,10.046
Cntfr,NM_016673,0,0,0,0,0,0,0,0,0,0,5.696,0,10.705,10.391,4.228,10.341,0,0,0,0,0,3.963,0,0,0,0,0,0,0,0
Mpl,NM_010823,0,0,0,0,0,0,0,0,0,0,0,2.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sarm1,NM_001168521,14.915,0,0,10.832,0,14.224,0,0,20.604,0,17.089,25.586,7.137,6.235,21.138,48.26,24.775,27.5,17.682,8.597,0,27.744,19.743,4.128,11.66,17.31,5.777,0,27.816,0
H2-Ke6,NM_013543,14.915,123.022,121.644,75.822,90.472,60.453,44.246,81.993,41.208,105.387,93.989,140.725,137.38,184.965,219.833,265.431,278.719,329.994,309.439,287.984,330.15,344.817,281.334,346.78,320.654,305.816,248.416,468.805,431.152,306.391
Dynlt1b,NM_009342,522.036,314.39,398.107,563.248,214.872,220.476,641.563,307.475,164.833,337.238,148.103,249.468,149.869,216.138,114.144,120.651,74.325,54.999,88.411,94.562,57.063,71.341,103.65,123.85,46.641,63.471,51.994,36.463,41.724,25.114
Amdhd1,NM_027908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp185,NM_009549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rab7,NM_009005,1774.922,2241.736,2377.582,2350.479,2635.007,3118.664,2743.235,2746.78,1895.582,2128.812,2124.711,2622.608,2012.529,1887.055,2418.164,1937.304,1511.278,1519.349,1617.926,1663.43,1296.145,1252.437,1332.637,990.801,938.64,802.046,1473.165,1140.76,1203.053,1110.04
Svs5,NM_009301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tacc2,NM_001004468,44.746,68.346,11.059,43.327,28.273,39.117,58.994,30.748,61.812,63.232,39.874,27.719,21.41,41.565,21.138,13.789,30.969,68.749,26.523,34.386,48.911,43.598,14.807,20.642,0,0,23.108,15.627,0,20.091
Tet1,NM_001253857,0,41.007,0,0,0,0,7.374,0,0,0,5.696,6.397,7.137,2.078,4.228,6.894,0,13.75,17.682,17.193,20.38,15.854,34.55,24.77,0,5.77,23.108,15.627,27.816,50.228
Gm4070,NM_001243040,44.746,41.007,77.41,43.327,163.981,174.247,420.334,266.479,41.208,126.464,28.481,40.512,35.683,35.33,105.689,99.968,99.1,61.874,97.252,94.562,89.67,103.049,64.164,136.235,239.033,242.345,51.994,46.881,118.219,140.639
Col9a3,NM_009936,0,13.669,11.059,10.832,5.655,0,7.374,20.498,0,0,8.544,12.793,1.784,8.313,4.228,13.789,6.194,0,4.421,21.491,32.607,0,4.936,0,11.66,17.31,5.777,26.045,6.954,5.023
Poln,NM_001289804,0,13.669,0,21.663,0,14.224,29.497,0,20.604,21.077,8.544,19.19,8.921,18.704,12.683,10.341,12.388,0,8.841,12.895,4.076,7.927,0,4.128,0,0,0,0,0,0
Fadd,NM_010175,357.967,287.052,320.697,346.614,395.817,423.171,376.089,286.977,226.646,210.773,358.865,373.135,333.637,288.877,202.923,144.781,198.2,171.872,92.832,128.948,134.506,130.793,123.392,119.722,402.274,334.667,340.85,322.955,403.336,436.984
Nox4,NM_001285835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tbx4,NM_172798,0,0,11.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sav1,NM_022028,164.068,136.691,331.756,324.951,141.363,160.023,317.094,379.22,164.833,210.773,210.762,257.996,198.041,189.121,105.689,103.415,61.938,54.999,26.523,55.877,52.987,55.488,59.228,37.155,69.961,144.253,40.44,78.134,62.587,30.137
Slc43a3,NM_021398,536.951,341.728,331.756,357.446,130.054,152.911,280.223,348.472,247.25,337.238,316.143,277.186,265.839,288.877,224.061,230.96,117.681,178.747,256.393,206.317,224.176,229.878,231.978,189.904,23.32,11.54,51.994,5.209,13.908,20.091
Dis3l,NM_001177784,14.915,13.669,11.059,0,11.309,7.112,14.749,40.997,0,0,17.089,8.529,5.352,4.157,38.048,51.707,61.938,0,35.365,12.895,24.456,7.927,19.743,16.513,23.32,17.31,17.331,0,27.816,0
Olfr1323,NM_146390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zbtb8a,NM_028603,0,27.338,0,10.832,0,10.668,14.749,10.249,0,0,8.544,0,3.568,2.078,4.228,3.447,0,6.875,4.421,4.298,12.228,3.963,4.936,12.385,5.83,0,11.554,0,13.908,10.046
Ubtf,NM_001302954,432.544,341.728,232.229,151.644,226.181,291.597,280.223,276.728,350.271,231.851,401.588,377.4,285.465,332.521,236.743,282.667,210.588,268.12,287.337,356.756,297.543,293.292,325.756,293.112,291.503,219.264,288.856,244.821,319.887,271.232
Gm14625,NM_001220498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitf,NM_008601,44.746,54.676,110.585,32.495,130.054,142.242,228.603,174.236,41.208,21.077,76.9,57.569,53.525,91.443,42.276,65.496,123.875,61.874,48.626,51.579,57.063,107.012,29.614,37.155,64.131,138.483,115.542,93.761,111.265,130.593
Csmd2,NM_001281955,0,0,11.059,0,0,0,0,10.249,0,0,8.544,0,1.784,0,0,6.894,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5031414D18Rik,NM_198642,0,0,22.117,10.832,16.964,10.668,7.374,30.748,0,42.155,19.937,8.529,21.41,18.704,46.503,10.341,37.163,89.373,39.785,25.79,48.911,75.305,78.971,57.797,157.412,86.552,138.651,88.552,125.173,140.639
Ank1,NM_001310437,14.915,13.669,11.059,32.495,62.2,28.448,36.871,81.993,0,0,11.393,21.322,44.604,8.313,33.82,44.813,6.194,20.625,26.523,4.298,16.304,11.89,4.936,16.513,0,0,5.777,10.418,0,10.046
St6galnac6,NM_001025310,149.153,123.022,121.644,151.644,147.018,195.583,147.486,225.482,82.417,105.387,153.799,200.427,201.61,278.486,202.923,227.513,309.688,144.373,300.598,223.51,248.632,178.353,162.878,251.829,110.771,190.414,132.874,104.179,104.311,95.433
Rassf2,NM_175445,268.476,191.368,154.819,162.476,226.181,220.476,169.609,368.97,226.646,210.773,273.421,287.847,198.041,230.686,283.246,348.163,241.557,364.369,274.075,275.089,297.543,277.439,187.556,322.01,448.915,605.862,710.585,484.432,493.739,673.056
Zfp189,NM_145547,14.915,41.007,11.059,32.495,16.964,17.78,14.749,30.748,0,0,17.089,19.19,14.273,24.939,4.228,10.341,30.969,27.5,22.103,38.684,16.304,39.634,29.614,0,40.81,17.31,17.331,26.045,90.403,25.114
Ankrd61,NM_025732,0,0,0,0,0,0,0,0,0,0,2.848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactbl1,NM_001243262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ndufa11,NM_027244,0,13.669,0,32.495,16.964,14.224,14.749,10.249,20.604,0,11.393,31.983,53.525,47.8,8.455,6.894,12.388,48.124,13.262,30.088,28.531,3.963,14.807,0,23.32,5.77,23.108,26.045,20.862,25.114
Scgb2b20,NM_001009952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Samd4,NM_001310544,104.407,82.015,353.873,249.129,254.454,309.377,243.352,368.97,41.208,63.232,122.47,147.122,117.754,174.573,4.228,17.236,0,27.5,8.841,4.298,8.152,3.963,0,0,11.66,0,51.994,20.836,20.862,35.16
Aim1l,NM_001162970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Onecut2,NM_194268,0,0,0,0,0,0,0,0,0,0,19.937,12.793,0,8.313,0,10.341,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ifnar1,NM_010508,536.951,601.441,729.862,660.734,774.67,657.871,1025.026,696.944,576.916,843.094,777.542,799.576,608.398,577.755,460.804,489.497,445.951,453.742,411.112,378.248,403.517,336.89,335.627,379.807,384.784,455.839,583.489,375.044,570.233,442.007
Dcun1d2,NM_001042650,59.661,109.353,55.293,54.159,124.399,99.57,88.491,122.99,103.021,84.309,91.14,98.081,99.913,99.756,118.372,110.309,142.456,158.122,88.411,94.562,85.594,83.232,64.164,57.797,104.941,184.644,283.079,177.104,118.219,160.73
Fut7,NM_001289454,14.915,0,0,0,0,10.668,0,0,0,0,11.393,0,3.568,2.078,29.593,10.341,18.581,6.875,4.421,38.684,4.076,19.817,4.936,8.257,46.641,23.08,28.886,10.418,20.862,10.046
Dkkl1,NM_015789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arhgap39,NM_198420,119.322,164.029,143.761,129.98,113.09,131.574,228.603,184.485,206.042,126.464,193.673,217.485,214.099,224.451,591.858,537.757,941.452,797.487,990.206,752.197,1039.361,974.999,1080.917,1205.475,1002.771,1136.713,935.893,807.387,862.304,1300.907
Slc16a13,NM_172371,74.577,82.015,88.468,75.822,101.781,124.462,147.486,133.239,144.229,84.309,136.711,132.197,140.948,143.4,186.013,117.203,142.456,61.874,106.094,180.527,118.202,221.951,157.942,156.877,116.601,75.012,184.868,119.806,201.668,215.981
Exoc3l4,NM_028807,0,0,0,0,62.2,24.892,0,0,0,0,8.544,6.397,7.137,16.626,29.593,20.683,12.388,20.625,13.262,17.193,36.683,7.927,29.614,0,0,0,40.44,31.254,0,20.091
Sncaip,NM_001199154,0,0,0,0,0,0,7.374,10.249,0,0,2.848,6.397,3.568,2.078,38.048,37.919,92.906,20.625,110.514,81.667,105.974,103.049,83.907,136.235,145.752,51.931,51.994,36.463,48.678,80.365
Zfand2a,NM_001159908,74.577,95.684,99.527,21.663,203.563,135.13,243.352,235.731,144.229,168.619,142.407,153.519,99.913,149.634,143.737,144.781,253.944,89.373,225.449,146.141,110.05,114.939,88.842,189.904,58.301,63.471,109.765,135.433,146.035,125.57
Sdc3,NM_011520,701.02,519.427,652.453,476.595,2352.281,2958.641,3030.833,3166.996,82.417,105.387,495.576,351.813,638.728,376.164,515.762,589.465,588.407,433.118,826.645,1001.497,717.363,626.219,459.019,714.203,711.268,623.173,635.483,479.223,472.876,597.714
Deptor,NM_145470,119.322,123.022,221.17,270.793,163.981,71.121,176.983,225.482,123.625,84.309,113.926,123.668,83.855,120.539,54.958,96.521,80.519,89.373,163.561,116.053,101.898,114.939,54.293,161.005,46.641,109.632,115.542,135.433,83.449,175.798
Oog1,NM_178657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Itpr3,NM_080553,0,27.338,22.117,21.663,50.891,21.336,22.123,92.243,20.604,42.155,74.052,72.495,58.877,24.939,25.365,106.862,37.163,89.373,110.514,47.281,40.759,55.488,138.199,33.027,58.301,57.701,138.651,98.97,83.449,55.251
Mapk7,NM_001291035,417.629,205.037,254.346,281.624,344.926,231.144,324.469,215.233,288.458,316.16,279.118,287.847,165.927,130.93,342.432,286.114,210.588,274.995,247.552,236.405,309.77,253.658,197.428,251.829,303.163,155.793,254.193,140.642,118.219,155.707
Epx,NM_007946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.228,0,0,0,0,8.597,0,0,0,0,0,0,0,0,0,0
Hp1bp3,NM_001122896,492.205,492.088,895.74,693.229,474.98,504.96,730.055,676.446,618.125,822.017,583.868,795.311,487.075,577.755,930.063,923.839,774.22,1044.982,879.692,1074.567,961.919,1169.206,898.296,1056.855,594.667,467.38,693.254,786.551,723.223,718.261
Golim4,NM_175193,74.577,68.346,44.234,32.495,28.273,42.673,51.62,40.997,41.208,63.232,79.748,66.098,55.309,41.565,50.731,79.285,18.581,34.374,57.467,68.772,105.974,103.049,54.293,70.182,17.49,51.931,51.994,41.672,55.633,50.228
Gm12942,NM_001099319,29.831,95.684,254.346,194.971,169.636,156.467,103.24,122.99,164.833,105.387,145.255,134.329,148.085,155.869,88.779,120.651,68.131,54.999,83.991,111.755,52.987,95.122,83.907,78.438,215.712,207.724,167.536,187.522,146.035,180.821
Rab24,NM_009000,686.104,874.824,1039.501,769.051,1091.323,1187.724,988.155,932.675,741.75,548.011,951.278,805.972,911.704,1128.492,921.608,889.368,947.645,1010.608,1003.468,1182.024,1190.17,1109.755,1312.894,1230.245,886.17,1032.851,1224.749,1182.431,1112.65,1049.766
Med24,NM_011869,178.984,123.022,121.644,129.98,107.436,103.126,147.486,61.495,123.625,63.232,122.47,151.386,157.006,151.713,228.288,148.228,241.557,226.871,150.299,214.913,207.872,174.39,167.814,264.214,122.431,69.241,138.651,93.761,76.495,95.433
Smoc1,NM_022316,14.915,0,11.059,0,0,3.556,7.374,0,0,0,11.393,6.397,3.568,10.391,4.228,10.341,12.388,0,8.841,4.298,0,0,0,0,17.49,0,0,0,6.954,0
Ppy,NM_008918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ogt,NM_001290535,59.661,136.691,265.405,292.456,135.709,156.467,265.474,276.728,267.854,252.928,210.762,236.674,108.834,95.6,207.15,293.009,309.688,226.871,251.972,275.089,309.77,241.768,231.978,231.187,69.961,109.632,115.542,119.806,159.943,130.593
4932414N04Rik,NM_183113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thbs2,NM_011581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.447,0,0,0,0,8.152,7.927,4.936,20.642,5.83,0,28.886,0,27.816,10.046
Slc24a4,NM_172152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Etv3,NM_001083318,134.238,191.368,254.346,314.119,175.29,263.148,376.089,368.97,103.021,189.696,199.37,213.22,162.358,157.947,177.557,251.643,235.363,206.247,243.131,202.019,293.467,225.914,266.527,173.39,355.634,225.035,294.633,239.612,299.025,316.437
Ly6a,NM_001271419,0,0,0,10.832,209.217,359.162,250.726,102.492,0,0,5.696,2.132,1.784,6.235,12.683,3.447,6.194,6.875,13.262,21.491,8.152,0,4.936,8.257,23.32,69.241,57.771,0,6.954,30.137
Barhl1,NM_019446,0,0,0,0,0,0,0,0,0,0,14.241,10.661,3.568,8.313,8.455,13.789,0,0,0,0,0,0,4.936,0,0,0,0,0,0,0
Olfr478,NM_146734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zgpat,NM_001048148,29.831,82.015,11.059,10.832,56.545,64.009,73.743,92.243,82.417,84.309,76.9,102.346,39.251,45.722,29.593,41.366,86.713,34.374,75.15,25.79,32.607,27.744,19.743,61.925,64.131,0,46.217,46.881,62.587,35.16
Vmn2r4,NM_001104615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
